clientid,income,age,loan,LTI,default
112,41631.6663,53.04765477,106.0907472,0.002548319,0
113,68762.41666,20.99124336,2796.752303,0.040672688,0
114,30075.26492,29.23505652,2628.577923,0.087399992,0
115,41302.67418,38.66061858,1379.913124,0.033409777,0
116,39703.75943,47.46874099,2403.478216,0.060535281,0
117,63161.09204,59.67511498,804.0924415,0.012730819,0
118,63062.1421,26.58577848,56.16616439,0.000890648,0
119,34507.52791,38.58778339,1793.750255,0.051981419,0
120,27954.70777,29.90452167,1627.041405,0.058202769,0
121,37369.38206,35.34194884,3783.601151,0.101248695,0
122,43912.06274,23.82192118,7757.136789,0.176651615,1
123,22766.7745,29.32590147,1429.401762,0.062784553,0
124,21603.3057,21.37503332,178.333871,0.008254934,0
125,61952.90669,18.47742502,3635.600589,0.058683293,0
126,36116.36509,22.53588419,1494.984568,0.04139355,0
127,26157.77727,22.82693773,2295.811656,0.087767842,0
128,26458.3832,59.52298674,552.3981664,0.020878002,0
129,69156.30377,53.4108625,7364.735578,0.10649406,0
130,39441.44476,46.75389592,1034.758838,0.026235318,0
131,60119.06581,45.07696923,1810.96046,0.030122898,0
132,55613.48546,24.37712877,4255.252137,0.076514754,0
133,37049.38624,29.42301855,6056.817214,0.163479556,1
134,23122.06493,53.30953584,4263.493031,0.184390669,0
135,48790.13243,32.47562106,5519.09604,0.113119103,0
136,59132.68516,48.34499296,4575.527635,0.077377302,0
137,55305.57483,53.58227987,8176.707165,0.147845985,0
138,26037.46364,24.78310779,3293.250879,0.126481247,1
139,64899.80503,38.11601668,4654.249217,0.071714379,0
140,27089.12432,21.2076896,5029.488782,0.185664502,1
141,45341.47464,22.56956836,6525.218423,0.143912797,1
142,24865.79807,37.30975294,4439.116154,0.178522971,0
143,28239.54321,26.19220966,4189.832568,0.148367576,1
144,52730.0805,50.23778499,5706.325323,0.108217649,0
145,28982.05815,39.04840987,2898.761824,0.100019185,0
146,36221.26601,26.10150042,5094.670084,0.140654114,1
147,33551.12437,58.85692749,4333.360862,0.129156949,0
148,43891.35597,49.1538267,5792.906333,0.131982852,0
149,45148.88572,60.52500645,6455.391772,0.142980091,0
150,58481.01216,40.83291823,5380.560596,0.092005258,0
151,69579.92921,57.75624316,10868.24147,0.156197938,0
152,52743.30857,44.04851651,2684.700671,0.050901256,0
153,65635.66153,51.16771448,12701.60348,0.193516804,0
154,34559.90704,29.11218199,3317.529874,0.095993599,0
155,60218.53153,32.47188772,3157.961082,0.052441682,0
156,51689.54854,46.15419152,9881.976006,0.191179383,0
157,47541.61434,55.23458507,1611.216597,0.033890658,0
158,62905.79302,27.90965196,11423.9363,0.181603883,1
159,65632.60458,47.10576675,12498.04045,0.190424265,0
160,31847.85372,41.41633576,2913.769931,0.091490308,0
161,27947.44028,58.34845518,5514.117421,0.197303129,0
162,62246.72725,31.08188451,406.7207693,0.00653401,0
163,40154.68857,60.5296832,6013.152874,0.149749708,0
164,58627.55488,33.11565325,1215.65256,0.020735174,0
165,33441.05107,27.87348619,5282.72856,0.157971367,1
166,55603.7868,43.83947279,1411.13008,0.025378309,0
167,31046.37897,29.29739875,4907.674084,0.158075571,1
168,44708.09987,21.10877357,2390.850597,0.0534769,0
169,23340.2707,42.8286153,2707.760939,0.116012405,0
170,24830.18197,28.97024523,2046.68505,0.082427308,0
171,31422.74739,53.89808021,1686.835902,0.053681999,0
172,60477.23385,60.40210646,10711.7009,0.177119557,0
173,26039.02149,49.39040223,2056.752382,0.078987315,0
174,36186.84807,50.50675221,1130.735265,0.031247133,0
175,39772.11873,43.72544781,5492.893689,0.138109154,0
176,34730.16407,63.37623301,818.5084419,0.023567653,0
177,23118.48331,57.58105032,1746.936559,0.075564497,0
178,50072.84763,33.01527275,8088.568019,0.16153601,1
179,67465.06239,23.61105385,1802.616994,0.026719267,0
180,38625.63201,19.6300378,5836.563381,0.151105965,1
181,45227.48283,26.72316244,5521.507405,0.122083014,1
182,64901.89773,44.93881585,9589.833525,0.147758908,0
183,40543.91354,51.46087562,6507.850191,0.160513617,0
184,27793.26672,60.51690847,382.2489041,0.013753292,0
185,61167.77482,20.58363144,10396.61815,0.16996888,1
186,64619.66462,26.04209269,9704.782409,0.150183113,1
187,37593.75787,54.01041531,7274.325628,0.193498231,0
188,35032.6496,56.72462562,135.9316845,0.003880143,0
189,58364.46498,55.59654948,5809.899,0.099545143,0
190,56945.81041,45.55402051,6388.369826,0.112183316,0
191,27204.84855,29.07209672,3827.893915,0.140706312,1
192,21648.26103,52.58703992,3558.527262,0.164379359,0
193,31077.85689,44.2215167,4452.330679,0.143263762,0
194,42522.92241,53.86865108,6790.850263,0.159698579,0
195,31769.24772,44.77438059,1148.221436,0.036142544,0
196,35556.77991,23.77743318,6361.973438,0.178924342,1
197,52908.82424,53.69563592,9841.080553,0.186000742,0
198,35045.13141,28.65328366,2382.466772,0.067982817,0
199,44488.16448,33.43120549,2751.088843,0.061838668,0
200,41679.93712,53.66990824,395.0007751,0.009477,0
201,54619.9472,52.42442217,10780.27188,0.197368772,0
202,38053.62313,26.20688032,6110.572792,0.16057795,1
203,64718.66178,37.27649201,1485.079935,0.022946703,0
204,43159.08497,62.44209669,4350.019897,0.100790364,0
205,29445.5105,28.44567748,1758.881865,0.059733448,0
206,25817.38988,37.94548019,4115.484719,0.159407467,0
207,66356.85674,61.52484883,10725.48473,0.161633405,0
208,56676.158,46.67896953,2278.554349,0.040203049,0
209,61000.04277,48.62361021,2160.784908,0.035422679,0
210,58906.25169,42.04934198,9290.575345,0.157717985,0
211,49589.15372,42.77525588,2627.405488,0.052983471,0
212,40141.60354,56.15141838,845.3663713,0.021059606,0
213,31659.72821,31.92815368,858.511388,0.027116827,0
214,62658.22163,25.46316007,3343.367161,0.053358794,0
215,39264.4835,37.02775284,5255.788283,0.13385604,0
216,46643.12648,53.40508337,6440.861434,0.138088115,0
217,30515.37212,20.16187772,415.240435,0.013607582,0
218,65077.32203,50.97913471,11061.81189,0.169979519,0
219,60871.869,61.2601442,4844.172224,0.079579817,0
220,25011.1039,36.21518966,3834.042782,0.153293625,0
221,68407.18551,60.93758158,597.9440655,0.008740954,0
222,43727.43934,55.19259935,1170.556334,0.026769378,0
223,45788.7471,41.26194623,5894.041317,0.128722485,0
224,65705.01082,50.92843185,1969.794134,0.029979359,0
225,32434.70251,41.35317101,2738.440496,0.084429339,0
226,58121.66858,27.30180023,7531.101249,0.12957476,1
227,62498.50725,31.9096908,3312.877622,0.053007308,0
228,26090.72588,48.07852007,4255.626392,0.163108777,0
229,64780.93854,20.22810118,8402.415586,0.129705061,1
230,65588.40342,22.91821226,7879.738136,0.120139197,1
231,65743.70367,52.3005041,7724.571414,0.117495227,0
232,37164.52158,47.29545476,1445.802189,0.038902753,0
233,65176.52978,48.96321098,2365.28749,0.036290479,0
234,34615.54217,25.51438965,6476.760852,0.187105573,1
235,59079.46505,58.6383316,10326.08977,0.174783061,0
236,56267.17164,22.48613604,7329.243164,0.130257892,1
237,34862.82129,54.96487331,6040.772062,0.173272611,0
238,60521.3641,45.42499301,8035.883173,0.132777628,0
239,42276.78291,57.93069619,8055.305084,0.190537324,0
240,38451.17771,63.42145549,3441.261416,0.089496905,0
241,45985.10865,53.5338888,7382.056426,0.160531456,0
242,51000.42244,27.80299751,778.7326956,0.015269142,0
243,31523.10777,40.44616794,5174.570569,0.164151663,0
244,28648.67675,18.39696983,1870.925253,0.065305817,0
245,27514.42796,21.8976978,3400.910744,0.123604632,1
246,27441.00038,37.39906989,1455.047602,0.053024583,0
247,67709.24159,50.41293228,5136.819308,0.075865852,0
248,38600.70719,44.72279622,2749.080191,0.071218389,0
249,30950.29541,26.31019433,5043.148637,0.162943473,1
250,27083.82287,60.66665852,3286.212882,0.121334898,0
251,21512.74527,24.7795283,2453.376121,0.114042912,0
252,34796.00356,58.48789988,443.6665381,0.012750503,0
253,27089.39284,51.29419704,1851.311563,0.068340829,0
254,25259.40163,39.73976626,4341.008082,0.171857123,0
255,47007.31358,45.01979643,4069.402646,0.086569564,0
256,20358.66502,53.61518031,1064.686918,0.0522965,0
257,67900.22653,43.51430384,7902.742965,0.116387579,0
258,54418.47099,55.2220663,5630.741221,0.10347114,0
259,51288.55469,29.92074847,6536.966363,0.127454681,1
260,28199.60163,36.66870417,3871.688902,0.137295872,0
261,22199.61514,60.10481888,1498.390919,0.067496257,0
262,50514.46963,57.37965014,2003.65357,0.039664943,0
263,34414.24034,54.5301724,617.5387522,0.01794428,0
264,37633.08743,29.42141257,868.1624733,0.023069127,0
265,55235.50407,47.00526014,4910.547658,0.088902016,0
266,45587.55184,62.02213807,8366.614268,0.183528484,0
267,52757.79494,53.08221445,2321.206314,0.04399741,0
268,41174.80813,52.33937637,2888.44471,0.070150775,0
269,25685.5352,39.00918946,490.7429211,0.019105809,0
270,28145.303,55.54762961,4805.971549,0.170755723,0
271,52094.21837,40.84450776,495.0211992,0.009502421,0
272,33552.38598,25.15961094,6054.244126,0.180441538,1
273,37400.93377,50.10848668,1693.137378,0.045269923,0
274,21605.72509,23.2381696,2828.308618,0.130905517,1
275,57562.89174,56.60056735,8508.835399,0.147818067,0
276,62288.53961,25.60217264,10657.10612,0.171092567,1
277,22767.2642,45.12328068,1205.786013,0.052961392,0
278,20943.04333,19.81963119,4098.11579,0.195679096,1
279,20622.8601,30.4140331,3518.452629,0.170609344,1
280,48436.66463,49.02784977,5851.409789,0.120805382,0
281,27574.63418,57.64370906,1017.39616,0.036896089,0
282,62889.36214,33.2456503,6525.151793,0.10375605,0
283,37683.20049,55.58721086,7414.552853,0.196760168,0
284,54974.4555,61.98420323,8922.199717,0.162297191,0
285,56326.08667,40.40545522,4816.776074,0.085515901,0
286,65670.88344,50.00469847,3950.870172,0.060161672,0
287,50730.73339,41.97006679,1879.059662,0.037039868,0
288,64184.91579,46.44703643,1854.239613,0.028889025,0
289,66179.32411,48.12079915,3646.93786,0.055106907,0
290,24969.5268,45.12099322,3595.501942,0.143995598,0
291,54925.51827,40.80560311,554.4883448,0.010095277,0
292,67879.24802,43.59720866,10433.47435,0.153706393,0
293,67787.52676,53.36234044,9607.498847,0.141729597,0
294,31657.6193,37.77866429,1448.071984,0.045741658,0
295,36559.13503,19.71617609,3030.267241,0.082886732,0
296,57787.56566,22.64466921,6339.850844,0.109709602,0
297,42521.72601,47.70428875,2661.612516,0.062594179,0
298,51935.18063,21.49550533,5649.452468,0.108778912,0
299,45677.87613,51.69305562,2966.246125,0.064938355,0
300,51363.59581,21.0219966,761.4224042,0.014824165,0
301,27218.56103,55.17101996,4145.003587,0.152285919,0
302,43677.62922,32.55303035,6739.858598,0.154309167,1
303,21533.59551,57.90168346,1971.55422,0.091557131,0
304,28010.19093,55.36689966,3971.155479,0.141775381,0
305,51589.28275,50.31346489,56.99097407,0.001104706,0
306,50480.95269,27.08039063,8831.184365,0.174940921,1
307,43957.35058,21.14484884,5416.357798,0.123218477,1
308,61878.34655,33.00635954,567.6687734,0.009173949,0
309,60153.33697,20.30086013,6472.347007,0.107597472,0
310,33388.58334,62.00167495,4551.876889,0.136330339,0
311,41310.40178,53.57694074,4481.162213,0.108475397,0
312,25576.95393,51.93226805,1922.656626,0.075171447,0
313,51455.09845,37.2856837,9447.117157,0.183599244,0
314,48134.15693,47.96967523,2075.596112,0.043121065,0
315,51348.5273,52.43673978,1507.891341,0.029365815,0
316,20532.82373,54.62323385,1897.780821,0.092426684,0
317,33297.21402,46.57996004,3674.74134,0.110361826,0
318,55858.54924,25.86653378,5630.444972,0.100798267,0
319,43777.51848,20.0109277,3601.299685,0.082263678,0
320,27789.51906,58.51913348,186.8280739,0.006722969,0
321,36132.42388,34.29426042,99.4495914,0.002752364,0
322,20145.9886,21.28278372,839.8390632,0.041687657,0
323,63108.70739,43.19394153,5757.848995,0.091236998,0
324,26581.61453,61.95337375,5090.392774,0.191500511,0
325,62040.88963,62.04980097,7643.631046,0.123203118,0
326,69958.70554,30.5360199,8755.691977,0.125155146,1
327,38082.51952,45.51997724,4213.465259,0.110640402,0
328,45183.05418,33.89557822,5953.453524,0.131762972,1
329,36242.44796,39.41547079,5688.994849,0.156970491,0
330,44527.2589,42.09009228,4588.472286,0.103048613,0
331,40496.25582,20.10545872,4834.603798,0.11938397,0
332,24698.66931,48.91255747,2427.650788,0.098290752,0
333,60560.30553,49.75058567,1994.621134,0.032936114,0
334,48018.21146,50.20413902,6120.090021,0.127453519,0
335,30216.25196,26.56371653,2116.53731,0.070046322,0
336,61742.23995,44.87260781,8068.319704,0.13067747,0
337,47288.42667,62.42846686,4004.988852,0.084692791,0
338,24658.89932,59.43650057,590.5980812,0.023950707,0
339,64644.3481,58.84065675,9848.171449,0.15234389,0
340,57517.72414,52.48606979,4536.857209,0.078877551,0
341,52945.54779,54.63191519,6262.007945,0.118272607,0
342,36366.99041,47.19141009,371.040895,0.010202684,0
343,62113.72957,27.884415,11928.50986,0.192043047,1
344,62279.5195,26.66646905,6801.405893,0.109207745,0
345,61799.08496,56.95796104,5619.217604,0.090927198,0
346,50139.74001,30.26781235,7758.799823,0.154743519,1
347,69566.68435,52.96708771,9875.037183,0.141950666,0
348,44897.48837,51.35806105,5732.399032,0.127677499,0
349,22572.30276,51.01624042,724.1931885,0.032083266,0
350,37123.07964,19.9466845,5659.509278,0.15245258,1
351,68744.78865,60.73005586,5207.883117,0.07575677,0
352,21081.19418,52.38283326,2395.16535,0.113616208,0
353,58828.29212,32.40292043,5947.645468,0.101101787,0
354,46706.45886,18.83033629,7084.263509,0.151676314,1
355,32312.85338,28.15532047,228.3308036,0.007066253,0
356,60778.76502,43.01302298,10021.04922,0.164877474,0
357,30948.04155,42.7513536,3995.807295,0.129113414,0
358,60122.01157,62.90960494,7189.350735,0.119579345,0
359,43321.68112,32.28625435,743.867141,0.017170782,0
360,47904.34124,40.03927024,6183.514146,0.129080455,0
361,58597.38325,53.28803374,2588.490266,0.044174161,0
362,66091.90591,24.2041407,8743.509701,0.1322932,1
363,47316.70138,27.06419772,1940.674044,0.041014568,0
364,40872.63977,54.94806156,5312.491706,0.129976721,0
365,35154.49348,52.89921324,4037.719604,0.11485643,0
366,32222.81881,61.81061588,934.4771331,0.029000478,0
367,40447.67296,22.49292385,1072.192659,0.026508142,0
368,48463.20455,50.52642975,8120.25809,0.167555121,0
369,42843.09913,28.63178613,839.869024,0.019603368,0
370,50310.42244,53.03869686,8361.7191,0.166202522,0
371,57565.19996,37.73785449,5353.561654,0.092999966,0
372,55066.18297,55.7392007,9332.702666,0.169481561,0
373,46065.94821,52.8386392,4947.308728,0.10739622,0
374,38309.58566,55.4291345,3545.723971,0.092554485,0
375,54472.14476,59.245985,10836.38309,0.198934394,0
376,58695.0944,29.77440963,1826.516302,0.031118722,0
377,54748.91231,31.59685864,5438.093693,0.099327885,0
378,46328.17192,56.84083064,7879.676208,0.170083901,0
379,49633.32747,38.98900889,7915.313443,0.159475777,0
380,66339.78388,35.59190521,2350.891508,0.035437129,0
381,62650.71966,33.48406627,6425.365364,0.102558524,0
382,27646.78005,56.31166878,3132.148692,0.113291627,0
383,21437.61575,45.73140049,2563.960873,0.119601028,0
384,50648.19844,56.51730671,7110.755833,0.14039504,0
385,29670.67184,53.55019966,2928.984088,0.098716473,0
386,20258.53866,29.11553162,2767.8373,0.136625714,1
387,34475.21797,42.30791846,3162.133837,0.091721939,0
388,28926.43246,62.06525128,750.067107,0.025930163,0
389,20660.66895,49.36388109,1756.037625,0.084994229,0
390,24987.93409,49.06510864,3946.898246,0.157952163,0
391,29672.56081,51.01980481,607.9094842,0.020487261,0
392,23241.59989,40.84775603,457.1966172,0.019671478,0
393,24217.22876,23.51076748,2104.384323,0.086896166,0
394,65574.09334,23.51304252,3031.246326,0.046226279,0
395,55994.45879,31.1392572,680.6196961,0.012155126,0
396,67369.33212,57.63423984,2299.418172,0.034131527,0
397,23305.77149,28.21752876,4521.004312,0.193986469,1
398,35195.46635,49.6584056,2836.988178,0.080606637,0
399,27135.07262,54.8364598,1387.248801,0.051123829,0
400,24037.16514,23.31157432,2469.364426,0.1027311,0
401,51625.31323,44.80884119,4592.24555,0.088953369,0
402,50705.76626,53.20582216,1096.967075,0.021633971,0
403,58079.1569,18.66302679,11540.04581,0.198695133,1
404,62192.46707,46.0507889,1863.891003,0.029969723,0
405,62553.66841,63.92497558,4641.704785,0.074203558,0
406,68147.95732,22.98439448,12307.56232,0.180600605,1
407,27619.66141,47.54050593,2774.832781,0.100465851,0
408,65330.19284,28.58998731,4030.803692,0.061698941,0
409,26680.14584,47.76173998,1671.184924,0.062637773,0
410,46104.59891,51.05635889,2342.472921,0.050807793,0
411,44904.59764,44.20668666,4953.773599,0.110317737,0
412,52934.59443,50.40298165,3248.627718,0.061370598,0
413,43509.75776,18.07533586,7363.037639,0.169227273,1
414,22118.35733,63.01594669,3928.121846,0.177595551,0
415,56275.41002,30.24987142,2224.88416,0.039535637,0
416,48630.97953,27.02167736,5862.833029,0.120557576,1
417,64272.7,37.77801477,4929.878818,0.076702532,0
418,24349.00295,53.75252283,3890.47105,0.159779481,0
419,34332.31526,36.5013709,1225.720223,0.035701648,0
420,64940.24109,43.94104124,8196.930726,0.126222672,0
421,30595.74801,40.91149463,3495.069881,0.114233843,0
422,53422.21625,28.18853052,7441.759617,0.13930084,1
423,69995.68558,52.71967321,2084.370861,0.029778562,0
424,48270.79624,45.30585103,6232.280399,0.129110785,0
425,27028.15559,48.10959467,331.3643087,0.012259967,0
426,23519.86609,34.39370686,2368.381231,0.100697054,0
427,37302.0834,35.01540389,2366.17424,0.063432764,0
428,55601.27185,18.8429929,10533.45516,0.189446299,1
429,62678.64545,25.83939413,333.4413981,0.005319856,0
430,41602.43398,25.25986939,7005.079292,0.168381477,1
431,27533.00133,46.76592846,1551.420288,0.056347663,0
432,30594.17656,50.0438201,118.3421421,0.003868126,0
433,47846.9459,24.41835729,3713.262688,0.077607099,0
434,55273.275,25.41639103,10282.99745,0.186039229,1
435,23086.25541,24.84996033,1256.40116,0.054422042,0
436,29621.27488,32.45542329,5575.253691,0.188217884,1
437,47533.92095,39.95519407,6637.770871,0.139642822,0
438,62519.18418,44.40997496,2324.547705,0.037181351,0
439,50878.95904,44.96512582,3257.012629,0.064014923,0
440,58580.95951,56.62695134,4317.715478,0.0737051,0
441,69445.64945,28.81827377,10643.40418,0.153262361,1
442,60929.17235,60.05877767,11146.07446,0.18293494,0
443,35496.6655,47.00274607,168.0547853,0.004734382,0
444,33572.4235,57.44221936,3369.377023,0.100361448,0
445,55306.91435,20.14031182,5272.535014,0.095332294,0
446,34141.92764,47.15114867,3371.66431,0.098754363,0
447,40453.89095,20.70989283,890.9395353,0.022023581,0
448,69088.77742,53.93562663,11246.48815,0.16278314,0
449,30885.6922,55.15075882,5216.354091,0.168892251,0
450,58683.22632,24.8449593,271.7344685,0.00463053,0
451,60675.81216,39.9639062,11617.74891,0.191472491,0
452,68460.68003,35.77560039,949.9566247,0.013875945,0
453,63653.83991,27.51536888,8866.527185,0.139292888,1
454,42522.57576,18.32612216,5036.25528,0.118437211,0
455,54140.42913,30.88889273,7896.223766,0.145847085,1
456,47548.36262,47.83910014,6153.936564,0.129424784,0
457,24114.01226,52.33581555,3900.829601,0.161766095,0
458,20686.23909,33.28052356,3052.576691,0.147565571,1
459,21412.30861,26.38271039,2639.710126,0.123280034,1
460,69391.1466,63.80067091,2550.265147,0.036752025,0
461,32319.26222,42.93199308,2733.420559,0.084575587,0
462,52862.94714,47.33139712,9754.152239,0.184517753,0
463,48383.27615,39.7047263,2763.263955,0.057111965,0
464,36430.5384,38.22744175,5855.185594,0.160721907,0
465,44268.89401,27.93317102,6043.143106,0.136509918,1
466,63806.32925,56.6321662,114.4999674,0.001794492,0
467,46195.77717,32.41359859,927.0675939,0.020068232,0
468,23743.16077,42.73457772,3254.74895,0.137081536,0
469,22089.83748,21.29670327,2584.022038,0.116977865,0
470,54707.28851,44.23788146,10255.19011,0.187455646,0
471,23203.64719,58.56887607,749.1453684,0.032285673,0
472,25342.25068,40.36114009,871.5300911,0.034390398,0
473,31645.63282,32.16327128,5193.838197,0.164124959,1
474,32306.8084,21.90630584,3603.364078,0.111535749,0
475,61262.81632,49.41303041,5564.163603,0.090824483,0
476,26388.7273,19.37152054,1191.332138,0.045145494,0
477,53009.42543,36.07447938,3589.253506,0.067709723,0
478,58163.54068,58.7474847,2237.927764,0.038476471,0
479,38665.03393,55.12592175,6152.004833,0.159110292,0
480,25289.04722,53.34272481,3701.537602,0.1463692,0
481,66049.93403,29.3157674,13172.6813,0.199435192,1
482,56282.98253,62.3698886,8215.558384,0.145968782,0
483,35778.61523,30.62820738,5544.654684,0.154971193,1
484,29174.24031,18.52862799,665.5770001,0.022813859,0
485,55934.43256,60.75524976,5643.179899,0.100889195,0
486,32256.86152,20.09639947,2809.322185,0.087092236,0
487,68052.80692,28.75880168,1415.718263,0.020803231,0
488,26957.05387,55.26487741,4172.988238,0.154801347,0
489,48685.04202,32.53325603,9698.582169,0.199210718,1
490,38288.07108,28.73543162,1723.399373,0.045011392,0
491,42468.02083,28.62581918,1902.26561,0.044792895,0
492,55377.77303,46.91822152,6882.873416,0.124289458,0
493,54231.70279,21.27421064,10156.14231,0.187273159,1
494,53283.25871,49.00469291,4065.218795,0.076294485,0
495,52534.78548,47.18361948,3810.131842,0.072525886,0
496,47847.51563,26.65183777,8494.016431,0.177522622,1
497,59998.25327,54.30892681,4659.535976,0.077661194,0
498,58684.51301,31.73226475,5415.817417,0.092286996,0
499,49114.78793,61.48152255,6388.85036,0.130079974,0
